NoB,time,realRT,accuracy,realAccuracy,trueConnection,participant,Structure,trial
3,5,2.396,0.9,1,a,pqo0sdtzqqhkq76,Query,1
2,3,3.449,1,1,a,pqo0sdtzqqhkq76,Query,2
2,3,0.84,0.8,0,a,pqo0sdtzqqhkq76,Query,3
7,13,3.686,0.4,0,a,pqo0sdtzqqhkq76,Query,4
1,1,0.978,1,1,a,pqo0sdtzqqhkq76,Query,5
5,9,3.084,0.9,1,a,pqo0sdtzqqhkq76,Query,6
5,8,27.842,1,1,a,pqo0sdtzqqhkq76,Query,7
6,11,2.965,1,1,a,pqo0sdtzqqhkq76,Query,8
6,9,2.623,0,0,a,pqo0sdtzqqhkq76,Query,9
4,7,14.342,0.7,1,a,pqo0sdtzqqhkq76,Query,10
4,7,2.06,1,1,a,pqo0sdtzqqhkq76,Query,11
6,11,3.148,0.9,0,a,pqo0sdtzqqhkq76,Query,12
6,11,5.166,0.9,1,a,pqo0sdtzqqhkq76,Query,13
7,13,3.676,0.8,1,a,pqo0sdtzqqhkq76,Query,14
4,7,2.319,0.9,1,a,pqo0sdtzqqhkq76,Query,15
2,3,0.788,1,1,a,pqo0sdtzqqhkq76,Query,16
4,7,1.835,1,1,a,pqo0sdtzqqhkq76,Query,17
3,4,2.079,1,1,a,pqo0sdtzqqhkq76,Query,18
2,3,1.315,1,1,a,pqo0sdtzqqhkq76,Query,19
1,1,0.616,1,1,a,pqo0sdtzqqhkq76,Query,20
7,8,2.142,1,1,a,pqo0sdtzqqhkq76,Query,21
5,6,3.053,1,1,a,pqo0sdtzqqhkq76,Query,22
1,1,0.712,1,1,a,pqo0sdtzqqhkq76,Query,23
2,3,0.601,1,1,a,pqo0sdtzqqhkq76,Query,24
3,4,1.464,1,1,a,pqo0sdtzqqhkq76,Query,25
3,3,0.515,1,1,a,pqo0sdtzqqhkq76,Query,26
5,5,5.487,0.9,1,a,pqo0sdtzqqhkq76,Query,27
4,5,2.081,1,1,a,pqo0sdtzqqhkq76,Query,28
3,4,2.613,1,1,a,pqo0sdtzqqhkq76,Query,29
7,7,2.159,0.7,1,a,pqo0sdtzqqhkq76,Query,30
1,1,0.785,1,1,a,pqo0sdtzqqhkq76,Query,31
6,7,3.638,1,1,a,pqo0sdtzqqhkq76,Query,32
7,7,3.754,1,1,a,pqo0sdtzqqhkq76,Query,33
5,5,5.561,0.7,1,a,pqo0sdtzqqhkq76,Query,34
1,1,0.78,1,1,a,pqo0sdtzqqhkq76,Query,35
4,7,2.982,0.8,1,hcj,pqo0sdtzqqhkq76,Sequence,1
5,9,2.103,0.8,1,hcj,pqo0sdtzqqhkq76,Sequence,2
1,1,0.733,1,1,hcj,pqo0sdtzqqhkq76,Sequence,3
1,1,0.854,1,1,hcj,pqo0sdtzqqhkq76,Sequence,4
5,9,4.905,0.9,1,hcj,pqo0sdtzqqhkq76,Sequence,5
5,9,5.984,1,1,hcj,pqo0sdtzqqhkq76,Sequence,6
2,3,1.031,1,1,hcj,pqo0sdtzqqhkq76,Sequence,7
7,10,2.885,0.8,1,hcj,pqo0sdtzqqhkq76,Sequence,8
6,10,2.472,0.9,0,hcj,pqo0sdtzqqhkq76,Sequence,9
7,10,1.995,0.2,1,hcj,pqo0sdtzqqhkq76,Sequence,10
6,10,2.989,0.8,1,hcj,pqo0sdtzqqhkq76,Sequence,11
3,5,1.54,1,1,hcj,pqo0sdtzqqhkq76,Sequence,12
7,10,4.6,1,1,hcj,pqo0sdtzqqhkq76,Sequence,13
6,9,7.234,0.9,0,hcj,pqo0sdtzqqhkq76,Sequence,14
5,8,2.265,0.8,1,hcj,pqo0sdtzqqhkq76,Sequence,15
1,1,1.065,1,1,hcj,pqo0sdtzqqhkq76,Sequence,16
1,1,0.96,1,1,hcj,pqo0sdtzqqhkq76,Sequence,17
1,1,0.817,1,1,hcj,pqo0sdtzqqhkq76,Sequence,18
4,7,4.241,0.7,1,hcj,pqo0sdtzqqhkq76,Sequence,19
3,5,2.57,1,1,hcj,pqo0sdtzqqhkq76,Sequence,20
7,9,13.65,0.3,1,hcj,pqo0sdtzqqhkq76,Sequence,21
6,8,4.136,0,1,hcj,pqo0sdtzqqhkq76,Sequence,22
4,7,3.778,1,1,hcj,pqo0sdtzqqhkq76,Sequence,23
3,5,1.75,1,1,hcj,pqo0sdtzqqhkq76,Sequence,24
4,7,2.14,0.7,1,hcj,pqo0sdtzqqhkq76,Sequence,25
3,5,2.591,1,1,hcj,pqo0sdtzqqhkq76,Sequence,26
7,13,10.072,1,1,hcj,pqo0sdtzqqhkq76,Sequence,27
4,7,2.633,0.7,1,hcj,pqo0sdtzqqhkq76,Sequence,28
2,3,2.367,1,1,hcj,pqo0sdtzqqhkq76,Sequence,29
3,5,1.564,1,1,hcj,pqo0sdtzqqhkq76,Sequence,30
2,3,1.189,1,1,hcj,pqo0sdtzqqhkq76,Sequence,31
2,3,1.129,1,1,hcj,pqo0sdtzqqhkq76,Sequence,32
5,9,13.943,1,1,hcj,pqo0sdtzqqhkq76,Sequence,33
6,9,8.326,0.3,1,hcj,pqo0sdtzqqhkq76,Sequence,34
2,3,2.387,1,1,hcj,pqo0sdtzqqhkq76,Sequence,35
5,9,3.386,1,1,a,pqo0sdtzqqhkq76,None,1
2,3,1.606,1,1,a,pqo0sdtzqqhkq76,None,2
5,9,2.712,0.5,1,a,pqo0sdtzqqhkq76,None,3
3,5,3.168,0.6,1,a,pqo0sdtzqqhkq76,None,4
3,5,1.982,1,1,a,pqo0sdtzqqhkq76,None,5
1,1,0.79,1,1,a,pqo0sdtzqqhkq76,None,6
1,1,0.676,1,1,a,pqo0sdtzqqhkq76,None,7
5,9,4.131,1,1,a,pqo0sdtzqqhkq76,None,8
3,5,1.961,1,1,a,pqo0sdtzqqhkq76,None,9
7,9,6.052,1,1,a,pqo0sdtzqqhkq76,None,10
6,10,2.309,0.2,1,a,pqo0sdtzqqhkq76,None,11
4,7,2.064,0.9,1,a,pqo0sdtzqqhkq76,None,12
6,11,3.131,1,1,a,pqo0sdtzqqhkq76,None,13
6,11,2.265,1,1,a,pqo0sdtzqqhkq76,None,14
2,3,1.538,1,1,a,pqo0sdtzqqhkq76,None,15
5,9,2.614,1,1,a,pqo0sdtzqqhkq76,None,16
2,3,1.208,1,1,a,pqo0sdtzqqhkq76,None,17
1,1,0.754,1,1,a,pqo0sdtzqqhkq76,None,18
3,5,2.227,1,1,a,pqo0sdtzqqhkq76,None,19
4,7,2.103,1,1,a,pqo0sdtzqqhkq76,None,20
6,11,2.606,0.9,1,a,pqo0sdtzqqhkq76,None,21
2,1,1.03,0.9,1,a,pqo0sdtzqqhkq76,None,22
4,7,3.811,1,1,a,pqo0sdtzqqhkq76,None,23
7,9,2.29,1,1,a,pqo0sdtzqqhkq76,None,24
4,7,2.05,0.9,1,a,pqo0sdtzqqhkq76,None,25
6,9,2.363,1,1,a,pqo0sdtzqqhkq76,None,26
5,9,2.238,1,1,a,pqo0sdtzqqhkq76,None,27
7,11,3.524,1,1,a,pqo0sdtzqqhkq76,None,28
7,9,2.6,0.7,1,a,pqo0sdtzqqhkq76,None,29
7,7,2.564,0,1,a,pqo0sdtzqqhkq76,None,30
1,1,0.946,1,1,a,pqo0sdtzqqhkq76,None,31
2,3,0.87,1,1,a,pqo0sdtzqqhkq76,None,32
4,7,2.198,0.8,1,a,pqo0sdtzqqhkq76,None,33
1,1,0.643,1,1,a,pqo0sdtzqqhkq76,None,34
3,5,2.266,0.7,1,a,pqo0sdtzqqhkq76,None,35
7,13,12.938,0.7,1,a,g63luoo50ve7yyn,Query,1
5,9,4.414,0.75,1,a,g63luoo50ve7yyn,Query,2
7,13,6.502,0.85,1,a,g63luoo50ve7yyn,Query,3
1,1,0.735,1,1,a,g63luoo50ve7yyn,Query,4
5,9,3.184,0.95,1,a,g63luoo50ve7yyn,Query,5
4,7,1.964,0.95,1,a,g63luoo50ve7yyn,Query,6
6,8,6.635,1,0,a,g63luoo50ve7yyn,Query,7
2,3,1.055,1,0,a,g63luoo50ve7yyn,Query,8
7,8,8.238,1,0,a,g63luoo50ve7yyn,Query,9
5,6,4.319,0.85,1,a,g63luoo50ve7yyn,Query,10
6,7,4.179,1,0,a,g63luoo50ve7yyn,Query,11
3,4,1.234,0.85,1,a,g63luoo50ve7yyn,Query,12
6,7,6.379,0.9,1,a,g63luoo50ve7yyn,Query,13
3,4,1.607,0.65,1,a,g63luoo50ve7yyn,Query,14
2,3,1.117,1,1,a,g63luoo50ve7yyn,Query,15
1,1,1.183,1,1,a,g63luoo50ve7yyn,Query,16
3,4,2.227,1,1,a,g63luoo50ve7yyn,Query,17
5,6,3.178,1,1,a,g63luoo50ve7yyn,Query,18
4,5,3.325,1,1,a,g63luoo50ve7yyn,Query,19
3,4,1.698,1,1,a,g63luoo50ve7yyn,Query,20
4,5,2.288,0.95,1,a,g63luoo50ve7yyn,Query,21
6,7,7.196,1,1,a,g63luoo50ve7yyn,Query,22
1,1,0.674,1,1,a,g63luoo50ve7yyn,Query,23
1,1,0.707,1,1,a,g63luoo50ve7yyn,Query,24
2,3,0.894,1,1,a,g63luoo50ve7yyn,Query,25
7,8,8.617,0.95,1,a,g63luoo50ve7yyn,Query,26
6,7,7.845,1,1,a,g63luoo50ve7yyn,Query,27
4,5,2.583,1,1,a,g63luoo50ve7yyn,Query,28
3,4,1.91,0.9,1,a,g63luoo50ve7yyn,Query,29
4,5,3.039,0.95,1,a,g63luoo50ve7yyn,Query,30
5,6,2.614,0.45,1,a,g63luoo50ve7yyn,Query,31
7,8,5.275,0.9,1,a,g63luoo50ve7yyn,Query,32
1,1,1.02,1,1,a,g63luoo50ve7yyn,Query,33
2,3,1.442,1,1,a,g63luoo50ve7yyn,Query,34
2,3,0.76,1,1,a,g63luoo50ve7yyn,Query,35
5,9,3.71,0.75,1,chd,g63luoo50ve7yyn,Sequence,1
6,11,7.238,0.5,1,chd,g63luoo50ve7yyn,Sequence,2
3,5,1.901,0.65,1,chd,g63luoo50ve7yyn,Sequence,3
7,13,14.696,0.8,1,chd,g63luoo50ve7yyn,Sequence,4
1,1,1.145,1,1,chd,g63luoo50ve7yyn,Sequence,5
7,10,10.45,0,1,chd,g63luoo50ve7yyn,Sequence,6
6,11,4.843,0.55,1,chd,g63luoo50ve7yyn,Sequence,7
5,9,6.135,0.85,1,chd,g63luoo50ve7yyn,Sequence,8
4,7,2.302,0.85,1,chd,g63luoo50ve7yyn,Sequence,9
2,3,1.575,1,1,chd,g63luoo50ve7yyn,Sequence,10
7,12,11.916,0.5,1,chd,g63luoo50ve7yyn,Sequence,11
5,9,3.788,1,1,chd,g63luoo50ve7yyn,Sequence,12
6,10,6.265,0.35,1,chd,g63luoo50ve7yyn,Sequence,13
2,3,1.02,1,1,chd,g63luoo50ve7yyn,Sequence,14
1,1,0.821,1,1,chd,g63luoo50ve7yyn,Sequence,15
5,9,4.723,1,0,chd,g63luoo50ve7yyn,Sequence,16
4,7,3.813,1,1,chd,g63luoo50ve7yyn,Sequence,17
4,7,2.646,0.95,1,chd,g63luoo50ve7yyn,Sequence,18
1,1,0.921,1,1,chd,g63luoo50ve7yyn,Sequence,19
6,8,6.564,0.6,1,chd,g63luoo50ve7yyn,Sequence,20
3,5,1.388,1,1,chd,g63luoo50ve7yyn,Sequence,21
2,3,0.971,1,1,chd,g63luoo50ve7yyn,Sequence,22
7,9,9.126,0,0,chd,g63luoo50ve7yyn,Sequence,23
5,9,4.478,0.85,1,chd,g63luoo50ve7yyn,Sequence,24
2,3,0.826,1,1,chd,g63luoo50ve7yyn,Sequence,25
3,5,1.776,1,1,chd,g63luoo50ve7yyn,Sequence,26
3,5,1.814,0.95,1,chd,g63luoo50ve7yyn,Sequence,27
1,1,0.756,1,1,chd,g63luoo50ve7yyn,Sequence,28
4,7,1.937,0.75,1,chd,g63luoo50ve7yyn,Sequence,29
4,7,2.249,1,1,chd,g63luoo50ve7yyn,Sequence,30
2,3,0.772,1,1,chd,g63luoo50ve7yyn,Sequence,31
1,1,0.825,1,1,chd,g63luoo50ve7yyn,Sequence,32
3,5,1.201,1,1,chd,g63luoo50ve7yyn,Sequence,33
6,7,7.593,0.5,1,chd,g63luoo50ve7yyn,Sequence,34
7,8,4.999,0.8,0,chd,g63luoo50ve7yyn,Sequence,35
3,5,2.328,0.95,1,a,g63luoo50ve7yyn,None,1
3,5,1.657,0.9,1,a,g63luoo50ve7yyn,None,2
5,9,6.131,0.6,1,a,g63luoo50ve7yyn,None,3
6,11,6.048,0.6,1,a,g63luoo50ve7yyn,None,4
6,11,6.958,0.35,1,a,g63luoo50ve7yyn,None,5
4,7,3.826,0.45,1,a,g63luoo50ve7yyn,None,6
3,5,2.561,1,1,a,g63luoo50ve7yyn,None,7
6,9,8.57,0.2,1,a,g63luoo50ve7yyn,None,8
7,8,7.911,0.35,1,a,g63luoo50ve7yyn,None,9
6,8,3.533,0.65,0,a,g63luoo50ve7yyn,None,10
2,3,1.216,0.95,1,a,g63luoo50ve7yyn,None,11
7,8,7.451,0.2,1,a,g63luoo50ve7yyn,None,12
1,1,0.911,1,1,a,g63luoo50ve7yyn,None,13
1,1,0.665,1,1,a,g63luoo50ve7yyn,None,14
2,3,1.009,1,1,a,g63luoo50ve7yyn,None,15
5,6,3.662,0.25,1,a,g63luoo50ve7yyn,None,16
4,6,2.522,1,1,a,g63luoo50ve7yyn,None,17
7,8,7.776,0,1,a,g63luoo50ve7yyn,None,18
1,1,0.687,1,1,a,g63luoo50ve7yyn,None,19
3,5,1.44,0.85,1,a,g63luoo50ve7yyn,None,20
5,9,3.82,0.35,1,a,g63luoo50ve7yyn,None,21
1,1,0.667,1,1,a,g63luoo50ve7yyn,None,22
6,11,7.579,0.5,1,a,g63luoo50ve7yyn,None,23
4,7,1.945,0.8,1,a,g63luoo50ve7yyn,None,24
1,1,0.841,1,1,a,g63luoo50ve7yyn,None,25
5,8,4.96,0.5,1,a,g63luoo50ve7yyn,None,26
2,3,0.993,0.55,1,a,g63luoo50ve7yyn,None,27
4,7,3.192,0.7,1,a,g63luoo50ve7yyn,None,28
7,10,5.305,0.2,1,a,g63luoo50ve7yyn,None,29
7,11,4.653,0.55,1,a,g63luoo50ve7yyn,None,30
5,8,3.305,0.75,1,a,g63luoo50ve7yyn,None,31
2,3,1.234,1,1,a,g63luoo50ve7yyn,None,32
3,5,2.064,1,1,a,g63luoo50ve7yyn,None,33
4,7,2.644,0.7,1,a,g63luoo50ve7yyn,None,34
2,3,0.741,0.85,1,a,g63luoo50ve7yyn,None,35
6,9,5.645,0.4,1,a,5vuexcfs8r2v26t,Query,1
7,8,11.552,1,1,a,5vuexcfs8r2v26t,Query,2
6,7,11.149,0.6,1,a,5vuexcfs8r2v26t,Query,3
2,3,1.268,1,1,a,5vuexcfs8r2v26t,Query,4
5,6,7.281,1,1,a,5vuexcfs8r2v26t,Query,5
1,1,1.978,1,1,a,5vuexcfs8r2v26t,Query,6
1,1,1.044,1,1,a,5vuexcfs8r2v26t,Query,7
3,4,3.445,1,1,a,5vuexcfs8r2v26t,Query,8
2,3,1.833,1,1,a,5vuexcfs8r2v26t,Query,9
7,9,5.456,1,1,a,5vuexcfs8r2v26t,Query,10
1,1,3.35,1,1,a,5vuexcfs8r2v26t,Query,11
3,4,2.393,1,1,a,5vuexcfs8r2v26t,Query,12
4,5,8.133,1,1,a,5vuexcfs8r2v26t,Query,13
2,3,1.378,1,1,a,5vuexcfs8r2v26t,Query,14
1,1,1.048,1,1,a,5vuexcfs8r2v26t,Query,15
3,3,6.705,0.8,1,a,5vuexcfs8r2v26t,Query,16
7,8,9.56,1,1,a,5vuexcfs8r2v26t,Query,17
5,6,40.536,1,1,a,5vuexcfs8r2v26t,Query,18
5,6,5.156,1,1,a,5vuexcfs8r2v26t,Query,19
4,5,3.861,1,1,a,5vuexcfs8r2v26t,Query,20
6,7,14.297,1,1,a,5vuexcfs8r2v26t,Query,21
4,5,6.781,0,1,a,5vuexcfs8r2v26t,Query,22
2,3,1.241,1,1,a,5vuexcfs8r2v26t,Query,23
6,9,22.954,1,1,a,5vuexcfs8r2v26t,Query,24
4,6,3.941,1,1,a,5vuexcfs8r2v26t,Query,25
7,9,11.982,0.2,1,a,5vuexcfs8r2v26t,Query,26
1,1,0.952,1,1,a,5vuexcfs8r2v26t,Query,27
5,8,5.839,1,1,a,5vuexcfs8r2v26t,Query,28
4,6,1.49,0.8,1,a,5vuexcfs8r2v26t,Query,29
7,9,3.556,1,1,a,5vuexcfs8r2v26t,Query,30
3,5,3.298,1,1,a,5vuexcfs8r2v26t,Query,31
3,4,2.277,0.4,1,a,5vuexcfs8r2v26t,Query,32
5,7,7.926,0.4,1,a,5vuexcfs8r2v26t,Query,33
6,9,11.74,0.8,1,a,5vuexcfs8r2v26t,Query,34
2,3,1.654,1,1,a,5vuexcfs8r2v26t,Query,35
1,1,0.735,1,1,bhd,5vuexcfs8r2v26t,Sequence,1
6,8,4.198,1,1,bhd,5vuexcfs8r2v26t,Sequence,2
2,3,1.794,1,1,bhd,5vuexcfs8r2v26t,Sequence,3
1,1,1.097,1,1,bhd,5vuexcfs8r2v26t,Sequence,4
5,7,9.338,1,1,bhd,5vuexcfs8r2v26t,Sequence,5
7,8,9.929,0.8,1,bhd,5vuexcfs8r2v26t,Sequence,6
7,9,13.06,0,1,bhd,5vuexcfs8r2v26t,Sequence,7
4,7,10.043,0.6,1,bhd,5vuexcfs8r2v26t,Sequence,8
1,1,2.503,1,1,bhd,5vuexcfs8r2v26t,Sequence,9
4,4,4.035,0,1,bhd,5vuexcfs8r2v26t,Sequence,10
5,8,7.477,0.4,1,bhd,5vuexcfs8r2v26t,Sequence,11
5,8,6.357,0.8,1,bhd,5vuexcfs8r2v26t,Sequence,12
1,1,1.496,1,1,bhd,5vuexcfs8r2v26t,Sequence,13
4,6,6.348,1,1,bhd,5vuexcfs8r2v26t,Sequence,14
2,3,3.8,1,1,bhd,5vuexcfs8r2v26t,Sequence,15
6,7,8.652,0.4,1,bhd,5vuexcfs8r2v26t,Sequence,16
3,5,4.016,1,1,bhd,5vuexcfs8r2v26t,Sequence,17
6,6,4.896,0,1,bhd,5vuexcfs8r2v26t,Sequence,18
5,9,10.772,0.8,1,bhd,5vuexcfs8r2v26t,Sequence,19
4,6,7.692,0.4,1,bhd,5vuexcfs8r2v26t,Sequence,20
1,1,1.222,1,1,bhd,5vuexcfs8r2v26t,Sequence,21
2,3,1.33,1,1,bhd,5vuexcfs8r2v26t,Sequence,22
2,3,1.043,1,1,bhd,5vuexcfs8r2v26t,Sequence,23
7,7,25.781,1,1,bhd,5vuexcfs8r2v26t,Sequence,24
3,4,4.696,0.4,1,bhd,5vuexcfs8r2v26t,Sequence,25
3,5,3.574,1,1,bhd,5vuexcfs8r2v26t,Sequence,26
6,8,13.936,0.2,1,bhd,5vuexcfs8r2v26t,Sequence,27
3,5,2.984,1,1,bhd,5vuexcfs8r2v26t,Sequence,28
7,9,9.081,0.8,0,bhd,5vuexcfs8r2v26t,Sequence,29
5,8,7.665,0.8,1,bhd,5vuexcfs8r2v26t,Sequence,30
6,10,19.125,1,1,bhd,5vuexcfs8r2v26t,Sequence,31
4,7,5.7,0.4,1,bhd,5vuexcfs8r2v26t,Sequence,32
2,3,1.311,1,1,bhd,5vuexcfs8r2v26t,Sequence,33
3,4,7.368,0.6,1,bhd,5vuexcfs8r2v26t,Sequence,34
7,7,24.978,0.8,1,bhd,5vuexcfs8r2v26t,Sequence,35
7,10,4.688,0.2,1,a,5vuexcfs8r2v26t,None,1
4,5,5.594,0.6,1,a,5vuexcfs8r2v26t,None,2
2,3,2.397,1,1,a,5vuexcfs8r2v26t,None,3
2,3,0.468,1,1,a,5vuexcfs8r2v26t,None,4
7,8,3.355,0.6,1,a,5vuexcfs8r2v26t,None,5
5,7,6.413,0.8,1,a,5vuexcfs8r2v26t,None,6
6,8,9.381,1,1,a,5vuexcfs8r2v26t,None,7
3,4,2.502,1,1,a,5vuexcfs8r2v26t,None,8
3,4,2.309,0.6,1,a,5vuexcfs8r2v26t,None,9
5,6,5.532,0,1,a,5vuexcfs8r2v26t,None,10
1,1,1.153,1,1,a,5vuexcfs8r2v26t,None,11
6,9,5.478,0.6,1,a,5vuexcfs8r2v26t,None,12
1,1,0.914,1,1,a,5vuexcfs8r2v26t,None,13
4,6,0.744,0.6,1,a,5vuexcfs8r2v26t,None,14
4,7,3.301,1,1,a,5vuexcfs8r2v26t,None,15
6,9,10.679,1,1,a,5vuexcfs8r2v26t,None,16
2,3,7.513,1,1,a,5vuexcfs8r2v26t,None,17
4,7,4.697,1,1,a,5vuexcfs8r2v26t,None,18
3,5,1.876,0.6,1,a,5vuexcfs8r2v26t,None,19
3,5,4.256,1,1,a,5vuexcfs8r2v26t,None,20
6,7,9.546,0,1,a,5vuexcfs8r2v26t,None,21
2,3,1.374,1,1,a,5vuexcfs8r2v26t,None,22
5,9,4.794,1,1,a,5vuexcfs8r2v26t,None,23
5,9,5.311,1,1,a,5vuexcfs8r2v26t,None,24
7,12,10.905,1,1,a,5vuexcfs8r2v26t,None,25
1,1,0.949,1,1,a,5vuexcfs8r2v26t,None,26
1,1,0.737,1,1,a,5vuexcfs8r2v26t,None,27
1,1,0.666,1,1,a,5vuexcfs8r2v26t,None,28
4,7,2.616,0.8,1,a,5vuexcfs8r2v26t,None,29
6,11,5.095,1,1,a,5vuexcfs8r2v26t,None,30
3,5,4.155,0.2,1,a,5vuexcfs8r2v26t,None,31
7,12,19.887,0.8,1,a,5vuexcfs8r2v26t,None,32
2,3,2.076,1,1,a,5vuexcfs8r2v26t,None,33
7,9,9.538,0,1,a,5vuexcfs8r2v26t,None,34
5,9,6.248,1,1,a,5vuexcfs8r2v26t,None,35
5,9,7.758,0.65,0,a,us6grs84gamvlyg,Query,1
3,5,8.561,0.9,1,a,us6grs84gamvlyg,Query,2
5,9,8.366,0.95,1,a,us6grs84gamvlyg,Query,3
6,11,23.155,0.85,1,a,us6grs84gamvlyg,Query,4
7,12,80.123,0.95,0,a,us6grs84gamvlyg,Query,5
2,3,3.029,1,1,a,us6grs84gamvlyg,Query,6
3,4,4.239,1,1,a,us6grs84gamvlyg,Query,7
2,3,2.361,1,1,a,us6grs84gamvlyg,Query,8
3,4,5.424,1,1,a,us6grs84gamvlyg,Query,9
5,6,12.516,1,1,a,us6grs84gamvlyg,Query,10
2,3,2.154,1,1,a,us6grs84gamvlyg,Query,11
4,4,4.52,1,1,a,us6grs84gamvlyg,Query,12
1,1,1.007,1,1,a,us6grs84gamvlyg,Query,13
6,7,31.9,0.95,1,a,us6grs84gamvlyg,Query,14
7,8,26.466,1,1,a,us6grs84gamvlyg,Query,15
1,1,1.875,1,1,a,us6grs84gamvlyg,Query,16
2,3,2.475,1,1,a,us6grs84gamvlyg,Query,17
4,5,7.596,1,1,a,us6grs84gamvlyg,Query,18
6,7,34.656,0.95,1,a,us6grs84gamvlyg,Query,19
2,3,2.33,0.65,1,a,us6grs84gamvlyg,Query,20
4,4,5.725,1,1,a,us6grs84gamvlyg,Query,21
1,1,1.168,1,1,a,us6grs84gamvlyg,Query,22
7,8,44.971,1,1,a,us6grs84gamvlyg,Query,23
4,5,8.032,1,1,a,us6grs84gamvlyg,Query,24
5,6,18.669,1,1,a,us6grs84gamvlyg,Query,25
4,5,18.391,1,1,a,us6grs84gamvlyg,Query,26
6,6,36.318,0.95,1,a,us6grs84gamvlyg,Query,27
7,8,36.195,0.95,1,a,us6grs84gamvlyg,Query,28
7,8,21.732,0.75,1,a,us6grs84gamvlyg,Query,29
3,4,4.059,0.9,1,a,us6grs84gamvlyg,Query,30
1,1,1.359,1,1,a,us6grs84gamvlyg,Query,31
5,6,11.954,1,1,a,us6grs84gamvlyg,Query,32
6,7,14.064,1,1,a,us6grs84gamvlyg,Query,33
1,1,1.752,1,1,a,us6grs84gamvlyg,Query,34
3,3,3.156,1,1,a,us6grs84gamvlyg,Query,35
3,5,4.588,1,1,hef,us6grs84gamvlyg,Sequence,1
7,12,35.806,0.2,1,hef,us6grs84gamvlyg,Sequence,2
6,11,17.563,0.85,0,hef,us6grs84gamvlyg,Sequence,3
6,11,33.61,0.75,1,hef,us6grs84gamvlyg,Sequence,4
5,9,21.267,1,1,hef,us6grs84gamvlyg,Sequence,5
6,11,45.765,0.45,1,hef,us6grs84gamvlyg,Sequence,6
1,1,0.82,1,1,hef,us6grs84gamvlyg,Sequence,7
4,7,3.254,0.75,1,hef,us6grs84gamvlyg,Sequence,8
3,5,5.192,1,1,hef,us6grs84gamvlyg,Sequence,9
4,7,4.222,1,1,hef,us6grs84gamvlyg,Sequence,10
2,3,1.574,1,1,hef,us6grs84gamvlyg,Sequence,11
3,5,15.525,0.8,1,hef,us6grs84gamvlyg,Sequence,12
2,3,2.584,1,1,hef,us6grs84gamvlyg,Sequence,13
3,5,9.751,1,1,hef,us6grs84gamvlyg,Sequence,14
5,7,13.157,0.1,1,hef,us6grs84gamvlyg,Sequence,15
6,9,31.18,0,1,hef,us6grs84gamvlyg,Sequence,16
2,3,1.783,1,1,hef,us6grs84gamvlyg,Sequence,17
7,13,15.53,0.45,0,hef,us6grs84gamvlyg,Sequence,18
3,5,4.75,0.8,0,hef,us6grs84gamvlyg,Sequence,19
5,9,23.595,0.75,1,hef,us6grs84gamvlyg,Sequence,20
1,1,1.253,1,1,hef,us6grs84gamvlyg,Sequence,21
1,1,0.928,1,1,hef,us6grs84gamvlyg,Sequence,22
5,6,14.637,1,1,hef,us6grs84gamvlyg,Sequence,23
4,6,9.35,0.25,1,hef,us6grs84gamvlyg,Sequence,24
7,7,41.577,0.2,1,hef,us6grs84gamvlyg,Sequence,25
6,9,65.372,0,1,hef,us6grs84gamvlyg,Sequence,26
7,12,32.206,0.1,1,hef,us6grs84gamvlyg,Sequence,27
5,9,9.939,1,1,hef,us6grs84gamvlyg,Sequence,28
1,1,0.86,1,1,hef,us6grs84gamvlyg,Sequence,29
1,1,0.752,1,1,hef,us6grs84gamvlyg,Sequence,30
2,3,1.876,1,1,hef,us6grs84gamvlyg,Sequence,31
7,10,30.825,0.65,1,hef,us6grs84gamvlyg,Sequence,32
4,7,11.638,1,1,hef,us6grs84gamvlyg,Sequence,33
4,7,4.087,1,1,hef,us6grs84gamvlyg,Sequence,34
2,3,2.955,1,1,hef,us6grs84gamvlyg,Sequence,35
5,9,13.501,0.55,1,a,us6grs84gamvlyg,None,1
2,3,2.094,1,1,a,us6grs84gamvlyg,None,2
6,11,35.417,0.4,1,a,us6grs84gamvlyg,None,3
1,1,1.119,1,1,a,us6grs84gamvlyg,None,4
2,3,2.941,1,0,a,us6grs84gamvlyg,None,5
5,6,25.894,0.75,1,a,us6grs84gamvlyg,None,6
3,5,4.469,1,1,a,us6grs84gamvlyg,None,7
7,9,25.712,0.95,1,a,us6grs84gamvlyg,None,8
5,7,44.908,0.8,1,a,us6grs84gamvlyg,None,9
7,8,49.188,0.8,0,a,us6grs84gamvlyg,None,10
1,1,1.132,1,1,a,us6grs84gamvlyg,None,11
6,7,35.203,0,1,a,us6grs84gamvlyg,None,12
2,3,2.754,1,1,a,us6grs84gamvlyg,None,13
5,9,24.333,0.95,1,a,us6grs84gamvlyg,None,14
7,13,34.421,0.45,1,a,us6grs84gamvlyg,None,15
4,7,8.406,0.65,1,a,us6grs84gamvlyg,None,16
2,3,4.246,1,1,a,us6grs84gamvlyg,None,17
7,10,21.793,0.35,1,a,us6grs84gamvlyg,None,18
4,7,11.523,1,1,a,us6grs84gamvlyg,None,19
5,7,10.166,0.2,1,a,us6grs84gamvlyg,None,20
6,9,25.817,0.45,1,a,us6grs84gamvlyg,None,21
3,5,5.921,0.95,1,a,us6grs84gamvlyg,None,22
